SNo,SPP,Block,ICR,Inv,SMB,tagname,SCBNameinField
1,Trnl,B01,ICR01,I01_1,SCB01,ICR_01..Inv_01_PV_01_Current,ICR_01..Inv_01_PV_01_Current
2,Trnl,B01,ICR01,I01_1,SCB02,ICR_01..Inv_01_PV_02_Current,ICR_01..Inv_01_PV_02_Current
3,Trnl,B01,ICR01,I01_1,SCB03,ICR_01..Inv_01_PV_03_Current,ICR_01..Inv_01_PV_03_Current
4,Trnl,B01,ICR01,I01_1,SCB04,ICR_01..Inv_01_PV_04_Current,ICR_01..Inv_01_PV_04_Current
5,Trnl,B01,ICR01,I01_1,SCB05,ICR_01..Inv_01_PV_05_Current,ICR_01..Inv_01_PV_05_Current
6,Trnl,B01,ICR01,I01_1,SCB06,ICR_01..Inv_01_PV_06_Current,ICR_01..Inv_01_PV_06_Current
7,Trnl,B01,ICR01,I01_1,SCB11,ICR_01..Inv_01_PV_11_Current,ICR_01..Inv_01_PV_11_Current
8,Trnl,B01,ICR01,I01_1,SCB12,ICR_01..Inv_01_PV_12_Current,ICR_01..Inv_01_PV_12_Current
9,Trnl,B01,ICR01,I01_1,SCB13,ICR_01..Inv_01_PV_13_Current,ICR_01..Inv_01_PV_13_Current
10,Trnl,B01,ICR01,I01_1,SCB14,ICR_01..Inv_01_PV_14_Current,ICR_01..Inv_01_PV_14_Current
11,Trnl,B01,ICR01,I01_1,SCB15,ICR_01..Inv_01_PV_15_Current,ICR_01..Inv_01_PV_15_Current
12,Trnl,B01,ICR01,I01_1,SCB16,ICR_01..Inv_01_PV_16_Current,ICR_01..Inv_01_PV_16_Current
13,Trnl,B01,ICR01,I01_1,SCB18,ICR_01..Inv_01_PV_18_Current,ICR_01..Inv_01_PV_18_Current
14,Trnl,B01,ICR01,I01_1,SCB22,ICR_01..Inv_01_PV_22_Current,ICR_01..Inv_01_PV_22_Current
15,Trnl,B01,ICR01,I01_1,SCB23,ICR_01..Inv_01_PV_23_Current,ICR_01..Inv_01_PV_23_Current
16,Trnl,B01,ICR01,I01_1,SCB24,ICR_01..Inv_01_PV_24_Current,ICR_01..Inv_01_PV_24_Current
17,Trnl,B01,ICR01,I01_1,SCB25,ICR_01..Inv_01_PV_25_Current,ICR_01..Inv_01_PV_25_Current
18,Trnl,B01,ICR01,I01_1,SCB26,ICR_01..Inv_01_PV_26_Current,ICR_01..Inv_01_PV_26_Current
19,Trnl,B01,ICR01,I01_1,SCB27,ICR_01..Inv_01_PV_27_Current,ICR_01..Inv_01_PV_27_Current
20,Trnl,B01,ICR01,I01_1,SCB28,ICR_01..Inv_01_PV_28_Current,ICR_01..Inv_01_PV_28_Current
21,Trnl,B01,ICR01,I01_2,SCB01,ICR_01..Inv_02_PV_01_Current,ICR_01..Inv_02_PV_01_Current
22,Trnl,B01,ICR01,I01_2,SCB02,ICR_01..Inv_02_PV_02_Current,ICR_01..Inv_02_PV_02_Current
23,Trnl,B01,ICR01,I01_2,SCB03,ICR_01..Inv_02_PV_03_Current,ICR_01..Inv_02_PV_03_Current
24,Trnl,B01,ICR01,I01_2,SCB04,ICR_01..Inv_02_PV_04_Current,ICR_01..Inv_02_PV_04_Current
25,Trnl,B01,ICR01,I01_2,SCB05,ICR_01..Inv_02_PV_05_Current,ICR_01..Inv_02_PV_05_Current
26,Trnl,B01,ICR01,I01_2,SCB06,ICR_01..Inv_02_PV_06_Current,ICR_01..Inv_02_PV_06_Current
27,Trnl,B01,ICR01,I01_2,SCB11,ICR_01..Inv_02_PV_11_Current,ICR_01..Inv_02_PV_11_Current
28,Trnl,B01,ICR01,I01_2,SCB12,ICR_01..Inv_02_PV_12_Current,ICR_01..Inv_02_PV_12_Current
29,Trnl,B01,ICR01,I01_2,SCB13,ICR_01..Inv_02_PV_13_Current,ICR_01..Inv_02_PV_13_Current
30,Trnl,B01,ICR01,I01_2,SCB14,ICR_01..Inv_02_PV_14_Current,ICR_01..Inv_02_PV_14_Current
31,Trnl,B01,ICR01,I01_2,SCB15,ICR_01..Inv_02_PV_15_Current,ICR_01..Inv_02_PV_15_Current
32,Trnl,B01,ICR01,I01_2,SCB16,ICR_01..Inv_02_PV_16_Current,ICR_01..Inv_02_PV_16_Current
33,Trnl,B01,ICR01,I01_2,SCB17,ICR_01..Inv_02_PV_17_Current,ICR_01..Inv_02_PV_17_Current
34,Trnl,B01,ICR01,I01_2,SCB21,ICR_01..Inv_02_PV_21_Current,ICR_01..Inv_02_PV_21_Current
35,Trnl,B01,ICR01,I01_2,SCB22,ICR_01..Inv_02_PV_22_Current,ICR_01..Inv_02_PV_22_Current
36,Trnl,B01,ICR01,I01_2,SCB23,ICR_01..Inv_02_PV_23_Current,ICR_01..Inv_02_PV_23_Current
37,Trnl,B01,ICR01,I01_2,SCB24,ICR_01..Inv_02_PV_24_Current,ICR_01..Inv_02_PV_24_Current
38,Trnl,B01,ICR01,I01_2,SCB25,ICR_01..Inv_02_PV_25_Current,ICR_01..Inv_02_PV_25_Current
39,Trnl,B01,ICR01,I01_2,SCB26,ICR_01..Inv_02_PV_26_Current,ICR_01..Inv_02_PV_26_Current
40,Trnl,B01,ICR01,I01_2,SCB27,ICR_01..Inv_02_PV_27_Current,ICR_01..Inv_02_PV_27_Current
41,Trnl,B01,ICR02,I02_1,SCB01,ICR_02..Inv_01_PV_01_Current,ICR_02..Inv_01_PV_01_Current
42,Trnl,B01,ICR02,I02_1,SCB02,ICR_02..Inv_01_PV_02_Current,ICR_02..Inv_01_PV_02_Current
43,Trnl,B01,ICR02,I02_1,SCB03,ICR_02..Inv_01_PV_03_Current,ICR_02..Inv_01_PV_03_Current
44,Trnl,B01,ICR02,I02_1,SCB04,ICR_02..Inv_01_PV_04_Current,ICR_02..Inv_01_PV_04_Current
45,Trnl,B01,ICR02,I02_1,SCB05,ICR_02..Inv_01_PV_05_Current,ICR_02..Inv_01_PV_05_Current
46,Trnl,B01,ICR02,I02_1,SCB06,ICR_02..Inv_01_PV_06_Current,ICR_02..Inv_01_PV_06_Current
47,Trnl,B01,ICR02,I02_1,SCB08,ICR_02..Inv_01_PV_08_Current,ICR_02..Inv_01_PV_08_Current
48,Trnl,B01,ICR02,I02_1,SCB11,ICR_02..Inv_01_PV_11_Current,ICR_02..Inv_01_PV_11_Current
49,Trnl,B01,ICR02,I02_1,SCB12,ICR_02..Inv_01_PV_12_Current,ICR_02..Inv_01_PV_12_Current
50,Trnl,B01,ICR02,I02_1,SCB13,ICR_02..Inv_01_PV_13_Current,ICR_02..Inv_01_PV_13_Current
51,Trnl,B01,ICR02,I02_1,SCB14,ICR_02..Inv_01_PV_14_Current,ICR_02..Inv_01_PV_14_Current
52,Trnl,B01,ICR02,I02_1,SCB15,ICR_02..Inv_01_PV_15_Current,ICR_02..Inv_01_PV_15_Current
53,Trnl,B01,ICR02,I02_1,SCB16,ICR_02..Inv_01_PV_16_Current,ICR_02..Inv_01_PV_16_Current
54,Trnl,B01,ICR02,I02_1,SCB18,ICR_02..Inv_01_PV_18_Current,ICR_02..Inv_01_PV_18_Current
55,Trnl,B01,ICR02,I02_1,SCB23,ICR_02..Inv_01_PV_23_Current,ICR_02..Inv_01_PV_23_Current
56,Trnl,B01,ICR02,I02_1,SCB24,ICR_02..Inv_01_PV_24_Current,ICR_02..Inv_01_PV_24_Current
57,Trnl,B01,ICR02,I02_1,SCB25,ICR_02..Inv_01_PV_25_Current,ICR_02..Inv_01_PV_25_Current
58,Trnl,B01,ICR02,I02_1,SCB26,ICR_02..Inv_01_PV_26_Current,ICR_02..Inv_01_PV_26_Current
59,Trnl,B01,ICR02,I02_1,SCB27,ICR_02..Inv_01_PV_27_Current,ICR_02..Inv_01_PV_27_Current
60,Trnl,B01,ICR02,I02_1,SCB28,ICR_02..Inv_01_PV_28_Current,ICR_02..Inv_01_PV_28_Current
61,Trnl,B01,ICR02,I02_2,SCB01,ICR_02..Inv_02_PV_01_Current,ICR_02..Inv_02_PV_01_Current
62,Trnl,B01,ICR02,I02_2,SCB02,ICR_02..Inv_02_PV_02_Current,ICR_02..Inv_02_PV_02_Current
63,Trnl,B01,ICR02,I02_2,SCB03,ICR_02..Inv_02_PV_03_Current,ICR_02..Inv_02_PV_03_Current
64,Trnl,B01,ICR02,I02_2,SCB04,ICR_02..Inv_02_PV_04_Current,ICR_02..Inv_02_PV_04_Current
65,Trnl,B01,ICR02,I02_2,SCB05,ICR_02..Inv_02_PV_05_Current,ICR_02..Inv_02_PV_05_Current
66,Trnl,B01,ICR02,I02_2,SCB06,ICR_02..Inv_02_PV_06_Current,ICR_02..Inv_02_PV_06_Current
67,Trnl,B01,ICR02,I02_2,SCB07,ICR_02..Inv_02_PV_07_Current,ICR_02..Inv_02_PV_07_Current
68,Trnl,B01,ICR02,I02_2,SCB11,ICR_02..Inv_02_PV_11_Current,ICR_02..Inv_02_PV_11_Current
69,Trnl,B01,ICR02,I02_2,SCB12,ICR_02..Inv_02_PV_12_Current,ICR_02..Inv_02_PV_12_Current
70,Trnl,B01,ICR02,I02_2,SCB13,ICR_02..Inv_02_PV_13_Current,ICR_02..Inv_02_PV_13_Current
71,Trnl,B01,ICR02,I02_2,SCB15,ICR_02..Inv_02_PV_15_Current,ICR_02..Inv_02_PV_15_Current
72,Trnl,B01,ICR02,I02_2,SCB16,ICR_02..Inv_02_PV_16_Current,ICR_02..Inv_02_PV_16_Current
73,Trnl,B01,ICR02,I02_2,SCB17,ICR_02..Inv_02_PV_17_Current,ICR_02..Inv_02_PV_17_Current
74,Trnl,B01,ICR02,I02_2,SCB22,ICR_02..Inv_02_PV_22_Current,ICR_02..Inv_02_PV_22_Current
75,Trnl,B01,ICR02,I02_2,SCB23,ICR_02..Inv_02_PV_23_Current,ICR_02..Inv_02_PV_23_Current
76,Trnl,B01,ICR02,I02_2,SCB24,ICR_02..Inv_02_PV_24_Current,ICR_02..Inv_02_PV_24_Current
77,Trnl,B02,ICR02,I02_2,SCB25,ICR_02..Inv_02_PV_25_Current,ICR_02..Inv_02_PV_25_Current
78,Trnl,B02,ICR02,I02_2,SCB26,ICR_02..Inv_02_PV_26_Current,ICR_02..Inv_02_PV_26_Current
79,Trnl,B02,ICR02,I02_2,SCB27,ICR_02..Inv_02_PV_27_Current,ICR_02..Inv_02_PV_27_Current
80,Trnl,B02,ICR02,I02_2,SCB28,ICR_02..Inv_02_PV_28_Current,ICR_02..Inv_02_PV_28_Current
81,Trnl,B02,ICR03,I03_1,SCB01,ICR_03..Inv_01_PV_01_Current,ICR_03..Inv_01_PV_01_Current
82,Trnl,B02,ICR03,I03_1,SCB02,ICR_03..Inv_01_PV_02_Current,ICR_03..Inv_01_PV_02_Current
83,Trnl,B02,ICR03,I03_1,SCB03,ICR_03..Inv_01_PV_03_Current,ICR_03..Inv_01_PV_03_Current
84,Trnl,B02,ICR03,I03_1,SCB04,ICR_03..Inv_01_PV_04_Current,ICR_03..Inv_01_PV_04_Current
85,Trnl,B02,ICR03,I03_1,SCB05,ICR_03..Inv_01_PV_05_Current,ICR_03..Inv_01_PV_05_Current
86,Trnl,B02,ICR03,I03_1,SCB06,ICR_03..Inv_01_PV_06_Current,ICR_03..Inv_01_PV_06_Current
87,Trnl,B02,ICR03,I03_1,SCB11,ICR_03..Inv_01_PV_11_Current,ICR_03..Inv_01_PV_11_Current
88,Trnl,B02,ICR03,I03_1,SCB12,ICR_03..Inv_01_PV_12_Current,ICR_03..Inv_01_PV_12_Current
89,Trnl,B02,ICR03,I03_1,SCB13,ICR_03..Inv_01_PV_13_Current,ICR_03..Inv_01_PV_13_Current
90,Trnl,B02,ICR03,I03_1,SCB14,ICR_03..Inv_01_PV_14_Current,ICR_03..Inv_01_PV_14_Current
91,Trnl,B02,ICR03,I03_1,SCB15,ICR_03..Inv_01_PV_15_Current,ICR_03..Inv_01_PV_15_Current
92,Trnl,B02,ICR03,I03_1,SCB16,ICR_03..Inv_01_PV_16_Current,ICR_03..Inv_01_PV_16_Current
93,Trnl,B02,ICR03,I03_1,SCB17,ICR_03..Inv_01_PV_17_Current,ICR_03..Inv_01_PV_17_Current
94,Trnl,B02,ICR03,I03_1,SCB22,ICR_03..Inv_01_PV_22_Current,ICR_03..Inv_01_PV_22_Current
95,Trnl,B02,ICR03,I03_1,SCB23,ICR_03..Inv_01_PV_23_Current,ICR_03..Inv_01_PV_23_Current
96,Trnl,B02,ICR03,I03_1,SCB24,ICR_03..Inv_01_PV_24_Current,ICR_03..Inv_01_PV_24_Current
97,Trnl,B02,ICR03,I03_1,SCB25,ICR_03..Inv_01_PV_25_Current,ICR_03..Inv_01_PV_25_Current
98,Trnl,B02,ICR03,I03_1,SCB26,ICR_03..Inv_01_PV_26_Current,ICR_03..Inv_01_PV_26_Current
99,Trnl,B02,ICR03,I03_1,SCB27,ICR_03..Inv_01_PV_27_Current,ICR_03..Inv_01_PV_27_Current
100,Trnl,B02,ICR03,I03_1,SCB28,ICR_03..Inv_01_PV_28_Current,ICR_03..Inv_01_PV_28_Current
101,Trnl,B02,ICR03,I03_2,SCB01,ICR_03..Inv_02_PV_01_Current,ICR_03..Inv_02_PV_01_Current
102,Trnl,B02,ICR03,I03_2,SCB02,ICR_03..Inv_02_PV_02_Current,ICR_03..Inv_02_PV_02_Current
103,Trnl,B02,ICR03,I03_2,SCB03,ICR_03..Inv_02_PV_03_Current,ICR_03..Inv_02_PV_03_Current
104,Trnl,B02,ICR03,I03_2,SCB04,ICR_03..Inv_02_PV_04_Current,ICR_03..Inv_02_PV_04_Current
105,Trnl,B02,ICR03,I03_2,SCB05,ICR_03..Inv_02_PV_05_Current,ICR_03..Inv_02_PV_05_Current
106,Trnl,B02,ICR03,I03_2,SCB06,ICR_03..Inv_02_PV_06_Current,ICR_03..Inv_02_PV_06_Current
107,Trnl,B02,ICR03,I03_2,SCB12,ICR_03..Inv_02_PV_12_Current,ICR_03..Inv_02_PV_12_Current
108,Trnl,B02,ICR03,I03_2,SCB13,ICR_03..Inv_02_PV_13_Current,ICR_03..Inv_02_PV_13_Current
109,Trnl,B02,ICR03,I03_2,SCB14,ICR_03..Inv_02_PV_14_Current,ICR_03..Inv_02_PV_14_Current
110,Trnl,B02,ICR03,I03_2,SCB15,ICR_03..Inv_02_PV_15_Current,ICR_03..Inv_02_PV_15_Current
111,Trnl,B02,ICR03,I03_2,SCB16,ICR_03..Inv_02_PV_16_Current,ICR_03..Inv_02_PV_16_Current
112,Trnl,B02,ICR03,I03_2,SCB17,ICR_03..Inv_02_PV_17_Current,ICR_03..Inv_02_PV_17_Current
113,Trnl,B02,ICR03,I03_2,SCB18,ICR_03..Inv_02_PV_18_Current,ICR_03..Inv_02_PV_18_Current
114,Trnl,B02,ICR03,I03_2,SCB22,ICR_03..Inv_02_PV_22_Current,ICR_03..Inv_02_PV_22_Current
115,Trnl,B02,ICR03,I03_2,SCB23,ICR_03..Inv_02_PV_23_Current,ICR_03..Inv_02_PV_23_Current
116,Trnl,B02,ICR03,I03_2,SCB24,ICR_03..Inv_02_PV_24_Current,ICR_03..Inv_02_PV_24_Current
117,Trnl,B02,ICR03,I03_2,SCB25,ICR_03..Inv_02_PV_25_Current,ICR_03..Inv_02_PV_25_Current
118,Trnl,B02,ICR03,I03_2,SCB26,ICR_03..Inv_02_PV_26_Current,ICR_03..Inv_02_PV_26_Current
119,Trnl,B02,ICR03,I03_2,SCB27,ICR_03..Inv_02_PV_27_Current,ICR_03..Inv_02_PV_27_Current
120,Trnl,B02,ICR03,I03_2,SCB28,ICR_03..Inv_02_PV_28_Current,ICR_03..Inv_02_PV_28_Current
121,Trnl,B02,ICR04,I04_1,SCB01,ICR_04..Inv_01_PV_01_Current,ICR_04..Inv_01_PV_01_Current
122,Trnl,B02,ICR04,I04_1,SCB02,ICR_04..Inv_01_PV_02_Current,ICR_04..Inv_01_PV_02_Current
123,Trnl,B02,ICR04,I04_1,SCB03,ICR_04..Inv_01_PV_03_Current,ICR_04..Inv_01_PV_03_Current
124,Trnl,B02,ICR04,I04_1,SCB04,ICR_04..Inv_01_PV_04_Current,ICR_04..Inv_01_PV_04_Current
125,Trnl,B02,ICR04,I04_1,SCB05,ICR_04..Inv_01_PV_05_Current,ICR_04..Inv_01_PV_05_Current
126,Trnl,B02,ICR04,I04_1,SCB06,ICR_04..Inv_01_PV_06_Current,ICR_04..Inv_01_PV_06_Current
127,Trnl,B02,ICR04,I04_1,SCB07,ICR_04..Inv_01_PV_07_Current,ICR_04..Inv_01_PV_07_Current
128,Trnl,B02,ICR04,I04_1,SCB11,ICR_04..Inv_01_PV_11_Current,ICR_04..Inv_01_PV_11_Current
129,Trnl,B02,ICR04,I04_1,SCB12,ICR_04..Inv_01_PV_12_Current,ICR_04..Inv_01_PV_12_Current
130,Trnl,B02,ICR04,I04_1,SCB13,ICR_04..Inv_01_PV_13_Current,ICR_04..Inv_01_PV_13_Current
131,Trnl,B02,ICR04,I04_1,SCB14,ICR_04..Inv_01_PV_14_Current,ICR_04..Inv_01_PV_14_Current
132,Trnl,B02,ICR04,I04_1,SCB15,ICR_04..Inv_01_PV_15_Current,ICR_04..Inv_01_PV_15_Current
133,Trnl,B02,ICR04,I04_1,SCB17,ICR_04..Inv_01_PV_17_Current,ICR_04..Inv_01_PV_17_Current
134,Trnl,B02,ICR04,I04_1,SCB18,ICR_04..Inv_01_PV_18_Current,ICR_04..Inv_01_PV_18_Current
135,Trnl,B02,ICR04,I04_1,SCB21,ICR_04..Inv_01_PV_21_Current,ICR_04..Inv_01_PV_21_Current
136,Trnl,B02,ICR04,I04_1,SCB23,ICR_04..Inv_01_PV_23_Current,ICR_04..Inv_01_PV_23_Current
137,Trnl,B02,ICR04,I04_1,SCB24,ICR_04..Inv_01_PV_24_Current,ICR_04..Inv_01_PV_24_Current
138,Trnl,B02,ICR04,I04_1,SCB25,ICR_04..Inv_01_PV_25_Current,ICR_04..Inv_01_PV_25_Current
139,Trnl,B02,ICR04,I04_1,SCB27,ICR_04..Inv_01_PV_27_Current,ICR_04..Inv_01_PV_27_Current
140,Trnl,B02,ICR04,I04_1,SCB28,ICR_04..Inv_01_PV_28_Current,ICR_04..Inv_01_PV_28_Current
141,Trnl,B02,ICR04,I04_2,SCB01,ICR_04..Inv_02_PV_01_Current,ICR_04..Inv_02_PV_01_Current
142,Trnl,B02,ICR04,I04_2,SCB02,ICR_04..Inv_02_PV_02_Current,ICR_04..Inv_02_PV_02_Current
143,Trnl,B02,ICR04,I04_2,SCB03,ICR_04..Inv_02_PV_03_Current,ICR_04..Inv_02_PV_03_Current
144,Trnl,B02,ICR04,I04_2,SCB04,ICR_04..Inv_02_PV_04_Current,ICR_04..Inv_02_PV_04_Current
145,Trnl,B02,ICR04,I04_2,SCB05,ICR_04..Inv_02_PV_05_Current,ICR_04..Inv_02_PV_05_Current
146,Trnl,B02,ICR04,I04_2,SCB06,ICR_04..Inv_02_PV_06_Current,ICR_04..Inv_02_PV_06_Current
147,Trnl,B02,ICR04,I04_2,SCB11,ICR_04..Inv_02_PV_11_Current,ICR_04..Inv_02_PV_11_Current
148,Trnl,B02,ICR04,I04_2,SCB12,ICR_04..Inv_02_PV_12_Current,ICR_04..Inv_02_PV_12_Current
149,Trnl,B02,ICR04,I04_2,SCB13,ICR_04..Inv_02_PV_13_Current,ICR_04..Inv_02_PV_13_Current
150,Trnl,B02,ICR04,I04_2,SCB14,ICR_04..Inv_02_PV_14_Current,ICR_04..Inv_02_PV_14_Current
151,Trnl,B02,ICR04,I04_2,SCB16,ICR_04..Inv_02_PV_16_Current,ICR_04..Inv_02_PV_16_Current
152,Trnl,B02,ICR04,I04_2,SCB17,ICR_04..Inv_02_PV_17_Current,ICR_04..Inv_02_PV_17_Current
153,Trnl,B01,ICR04,I04_2,SCB18,ICR_04..Inv_02_PV_18_Current,ICR_04..Inv_02_PV_18_Current
154,Trnl,B01,ICR04,I04_2,SCB22,ICR_04..Inv_02_PV_22_Current,ICR_04..Inv_02_PV_22_Current
155,Trnl,B01,ICR04,I04_2,SCB23,ICR_04..Inv_02_PV_23_Current,ICR_04..Inv_02_PV_23_Current
